HM	CM	ENET_B	SPCN_B	STATE	ENET_RSQ
CBX3	RNAPII_S2P	1	1	1	0.705649585993707
CBX7	RYBP	1	1	1	0.288107674980301
C_MYC	KLF4	1	1	1	0.372365613214145
C_MYC	N_MYC	1	1	1	0.333504934716256
C_MYC	STAT3	1	1	1	0.414914356214831
E2F1	POLII	1	1	1	0.674549660071085
EZH2	G9A	1	1	1	0.169214828836415
HCFC1	MAFK	1	1	1	0.424279825048644
HCFC1	ZC3H11A	1	1	1	0.476740290669373
HCFC1	ZNF384	1	1	1	0.424279825048644
HDAC1	HDAC2	1	1	1	0.437832831676776
HDAC1	SUZ12	1	1	1	0.471154435686715
HDAC2	SUZ12	1	1	1	0.471154435686715
KDM2A	KDM2B	1	1	1	0.241501046191471
KLF4	N_MYC	1	1	1	0.372365613214145
KLF4	STAT3	1	1	1	0.414914356214831
LSD1	MED12	1	1	1	0.530594594132759
MAFK	ZC3H11A	1	1	1	0.476740290669373
MAFK	ZNF384	1	1	1	0.328841076163708
MBD2T	TAF1	0	0	1	0.162941539676471
MED12	MED1	1	1	1	0.467564848905839
MED1	NIPBL	1	1	1	0.375425007252715
NANOG	OCT4	1	1	1	0.530127036856819
NANOG	SOX2	1	1	1	0.502252689387634
NANOG	TCF3	1	1	1	0.490535303014497
N_MYC	STAT3	1	1	1	0.414914356214831
OCT4	SOX2	1	1	1	0.530127036856819
POLII	RNAPII_S5P	1	1	1	0.674549660071085
POLII	RNAPII_S7P	1	1	1	0.730692140275658
RNAPII_S2P	RNAPII_S5P	1	1	1	0.705649585993707
RNAPII_S2P	RNAPII_S7P	1	1	1	0.730692140275658
RNAPII_S5P	RNAPII_S7P	1	1	1	0.730692140275658
SIN3A	TET1	1	1	1	0.258692851485063
SMC1	SMC3	1	1	1	0.455038713495553
SOX2	TCF3	1	1	1	0.502252689387634
ZC3H11A	ZNF384	1	1	1	0.476740290669373
CBX7	RYBP	1	1	2	0.269909484392833
C_MYC	N_MYC	1	1	2	0.354684496606528
C_MYC	STAT3	1	1	2	0.304413371783253
E2F1	POLII	1	1	2	0.713661551356714
ESRRB	RING1B	1	1	2	0.303145727989552
EZH2	G9A	1	1	2	0.21376239839431
HDAC1	HDAC2	1	1	2	0.453572630668078
HDAC1	SUZ12	1	1	2	0.459435992752431
HDAC1	TCF3	1	1	2	0.506756199395231
HDAC2	SUZ12	1	1	2	0.459435992752431
KDM2A	KDM2B	1	1	2	0.343968775584662
KLF4	STAT3	1	1	2	0.304413371783253
LSD1	MED12	1	1	2	0.63586345049967
MAFK	ZC3H11A	1	1	2	0.363850487348827
MAFK	ZNF384	1	1	2	0.303084018830862
MBD2T	TAF1	0	0	2	0.2350522691504
MED12	MED1	1	1	2	0.573945056978077
MED1	NIPBL	1	1	2	0.551929279427166
NANOG	OCT4	1	1	2	0.483375339182637
NANOG	SOX2	1	1	2	0.546649157509157
NANOG	TCF3	1	1	2	0.506756199395231
N_MYC	STAT3	1	1	2	0.354684496606528
OCT4	SOX2	1	1	2	0.546649157509157
OGT	TET1	1	1	2	0.465900578804514
POLII	RNAPII_S5P	1	1	2	0.758992127793552
POLII	RNAPII_S7P	1	1	2	0.826946088049676
RNAPII_S2P	RNAPII_S5P	1	1	2	0.810833192140463
RNAPII_S2P	RNAPII_S7P	1	1	2	0.826946088049676
RNAPII_S5P	RNAPII_S7P	1	1	2	0.826946088049676
SIN3A	TET1	1	1	2	0.465900578804514
SMC1	SMC3	1	1	2	0.628549785943899
SUZ12	TCF3	1	1	2	0.506756199395231
ZC3H11A	ZNF384	1	1	2	0.363850487348827
CBX7	RYBP	1	1	3	0.224010175171531
C_MYC	KLF4	1	1	3	0.351096151376771
C_MYC	N_MYC	1	1	3	0.329478197818389
C_MYC	STAT3	1	1	3	0.385693750876199
EZH2	G9A	1	1	3	0.116641130582767
HCFC1	MAFK	1	1	3	0.383070377832273
HCFC1	ZC3H11A	1	1	3	0.45156989616518
HCFC1	ZNF384	1	1	3	0.383070377832273
HDAC1	HDAC2	1	1	3	0.473900999465309
HDAC1	SUZ12	1	1	3	0.542546060470619
HDAC1	TCF3	1	1	3	0.473900999465309
HDAC2	SUZ12	1	1	3	0.542546060470619
KDM2A	KDM2B	1	1	3	0.255511370001502
KLF4	N_MYC	1	1	3	0.351096151376771
KLF4	STAT3	1	1	3	0.385693750876199
MAFK	ZC3H11A	1	1	3	0.45156989616518
MAFK	ZNF384	1	1	3	0.331945584413806
MBD2T	TAF1	0	0	3	0.132520594985785
MED12	MED1	1	1	3	0.39177546640195
MED1	NIPBL	1	1	3	0.326032033374923
MED1	SETDB1	1	1	3	0.295134344072501
NANOG	OCT4	1	1	3	0.468441878693528
NANOG	SOX2	1	1	3	0.519421163697752
N_MYC	STAT3	1	1	3	0.385693750876199
OCT4	SOX2	1	1	3	0.519421163697752
POLII	RNAPII_S5P	1	1	3	0.692190173933058
POLII	RNAPII_S7P	1	1	3	0.755992518674754
RNAPII_S2P	RNAPII_S5P	1	1	3	0.76411981510058
RNAPII_S2P	RNAPII_S7P	1	1	3	0.76411981510058
RNAPII_S5P	RNAPII_S7P	1	1	3	0.755992518674754
SIN3A	TET1	1	1	3	0.271430467035924
SMC1	SMC3	1	1	3	0.638660170684848
SUZ12	TCF3	1	1	3	0.542546060470619
ZC3H11A	ZNF384	1	1	3	0.45156989616518
CBX7	RYBP	1	1	4	0.318696778545136
EZH2	G9A	1	1	4	0.238318474311496
HCFC1	MAFK	1	1	4	0.552388430735532
HCFC1	ZC3H11A	1	1	4	0.551623994571409
HCFC1	ZNF384	1	1	4	0.551623994571409
HDAC1	HDAC2	1	1	4	0.368078432566688
HDAC1	SUZ12	1	1	4	0.463427647674791
HDAC2	SUZ12	1	1	4	0.463427647674791
KDM2A	KDM2B	1	1	4	0.266148247532899
KLF4	N_MYC	1	1	4	0.471081634947406
KLF4	STAT3	1	1	4	0.48074832384602
MAFK	ZC3H11A	1	1	4	0.552388430735532
MAFK	ZNF384	1	1	4	0.552388430735532
MBD2T	TAF1	0	0	4	0.302343833353372
MED12	MED1	1	1	4	0.25563022212967
MED12	NIPBL	1	1	4	0.274963600675958
MED12	SETDB1	1	1	4	0.25563022212967
MED1	NIPBL	1	1	4	0.274963600675958
MED1	SETDB1	1	1	4	0.236948920011584
NANOG	OCT4	1	1	4	0.43178952049157
NANOG	SOX2	1	1	4	0.408551411844779
NANOG	TCF3	1	1	4	0.409620142272256
N_MYC	STAT3	1	1	4	0.48074832384602
OCT4	SOX2	1	1	4	0.43178952049157
OCT4	SUZ12	1	1	4	0.463427647674791
OCT4	TCF3	1	1	4	0.43178952049157
POLII	RNAPII_S5P	1	1	4	0.558007019778616
POLII	RNAPII_S7P	1	1	4	0.602339958623253
RNAPII_S2P	RNAPII_S7P	1	1	4	0.602339958623253
RNAPII_S5P	RNAPII_S7P	1	1	4	0.602339958623253
SETDB1	SMC1	1	1	4	0.233205201445847
SETDB1	SMC3	1	1	4	0.226536964727279
SIN3A	TET1	1	1	4	0.330914711843542
SMC1	SMC3	1	1	4	0.233205201445847
SOX2	TCF3	1	1	4	0.409620142272256
ZC3H11A	ZNF384	1	1	4	0.549228068156921
CBX7	RYBP	1	1	5	0.301348783265986
C_MYC	N_MYC	1	1	5	0.388244389617689
E2F1	STAT3	1	1	5	0.476163866444328
EZH2	G9A	1	1	5	0.163079641218938
HCFC1	MAFK	1	1	5	0.49921430576101
HCFC1	ZC3H11A	1	1	5	0.515094538012845
HCFC1	ZNF384	1	1	5	0.49921430576101
HDAC1	HDAC2	1	1	5	0.44220108547596
HDAC1	SUZ12	1	1	5	0.528010379589135
KDM2A	KDM2B	1	1	5	0.269601956772615
KLF4	N_MYC	1	1	5	0.449482460890887
KLF4	STAT3	1	1	5	0.476163866444328
MAFK	ZC3H11A	1	1	5	0.515094538012845
MAFK	ZNF384	1	1	5	0.492989331899641
MBD2T	TAF1	0	0	5	0.18507153011235
MED12	MED1	1	1	5	0.251748336514901
MED12	NIPBL	1	1	5	0.253436019416196
MED12	SETDB1	1	1	5	0.251748336514901
MED1	NIPBL	1	1	5	0.253436019416196
MED1	SETDB1	1	1	5	0.21527458353257
NANOG	SUZ12	1	1	5	0.528010379589135
NANOG	TCF3	1	1	5	0.434307752063484
NIPBL	SETDB1	1	1	5	0.253436019416196
N_MYC	STAT3	1	1	5	0.476163866444328
OCT4	SOX2	1	1	5	0.462168638202873
OCT4	SUZ12	1	1	5	0.528010379589135
POLII	RNAPII_S5P	1	1	5	0.660040046054466
POLII	RNAPII_S7P	1	1	5	0.72135944024498
RNAPII_S2P	RNAPII_S5P	1	1	5	0.746356065916949
RNAPII_S2P	RNAPII_S7P	1	1	5	0.746356065916949
RNAPII_S5P	RNAPII_S7P	1	1	5	0.72135944024498
SIN3A	TET1	1	1	5	0.294274488683705
SMC1	SMC3	1	1	5	0.269636202698943
SUZ12	TCF3	1	1	5	0.528010379589135
ZC3H11A	ZNF384	1	1	5	0.515094538012845
CBX7	RYBP	1	1	6	0.221990328961906
C_MYC	N_MYC	1	1	6	0.388681674399986
C_MYC	STAT3	1	1	6	0.275750562938049
CoREST	MI2B	1	1	6	0.478841034142824
HCFC1	MAFK	1	1	6	0.471763974139512
HCFC1	ZC3H11A	1	1	6	0.477625753496245
HCFC1	ZNF384	1	1	6	0.471763974139512
HDAC1	HDAC2	1	1	6	0.430470350872421
HDAC1	SUZ12	1	1	6	0.405633827450563
KDM2A	KDM2B	1	1	6	0.241423203823686
KLF4	N_MYC	1	1	6	0.429443110940397
LSD1	MED12	1	1	6	0.595229963583198
MAFK	ZC3H11A	1	1	6	0.477625753496245
MAFK	ZNF384	1	1	6	0.451755707295773
MBD2T	TAF1	0	0	6	0.303240205508576
MED12	MED1	1	1	6	0.537813029820335
MED1	NIPBL	1	1	6	0.563788073694784
NANOG	OCT4	1	1	6	0.491050762591289
NANOG	SOX2	1	1	6	0.524537533321078
NANOG	TCF3	1	1	6	0.432272195734123
NIPBL	SMC1	1	1	6	0.563788073694784
OCT4	SOX2	1	1	6	0.524537533321078
POLII	RNAPII_S7P	1	1	6	0.655415838826033
RNAPII_S2P	RNAPII_S7P	1	1	6	0.655415838826033
RNAPII_S5P	RNAPII_S7P	1	1	6	0.655415838826033
SIN3A	TET1	1	1	6	0.332854247943112
SMC1	SMC3	1	1	6	0.490399745217787
SOX2	TCF3	1	1	6	0.524537533321078
ZC3H11A	ZNF384	1	1	6	0.477625753496245
CBX7	RYBP	1	1	7	0.45585672485762
C_MYC	N_MYC	1	1	7	0.443545513999818
E2F1	KLF4	1	1	7	0.49324956508656
E2F1	N_MYC	1	1	7	0.408815654624091
EZH2	G9A	1	1	7	0.687447890464484
G9A	MBD2T	0	0	7	0.687447890464484
HCFC1	MAFK	1	1	7	0.784465065592133
HCFC1	ZC3H11A	1	1	7	0.724966919996477
HCFC1	ZNF384	1	1	7	0.815626543272176
HDAC1	HDAC2	1	1	7	0.386830330083026
HDAC1	SUZ12	1	1	7	0.405184265259519
KDM2A	KDM2B	1	1	7	0.310096146373652
KLF4	N_MYC	1	1	7	0.49324956508656
MAFK	ZC3H11A	1	1	7	0.784465065592133
MAFK	ZNF384	1	1	7	0.815626543272176
MBD2T	TAF1	0	0	7	0.657993286836859
MED1	NIPBL	1	1	7	0.684662914306385
NANOG	OCT4	1	1	7	0.440261725379146
NANOG	SOX2	1	1	7	0.418970311117415
NANOG	SUZ12	1	1	7	0.405850481984926
OCT4	SOX2	1	1	7	0.440261725379146
POLII	RNAPII_S5P	1	1	7	0.745979315063367
RNAPII_S5P	RNAPII_S7P	1	1	7	0.745979315063367
SIN3A	TET1	1	1	7	0.615561694750447
SUZ12	TCF3	1	1	7	0.405184265259519
ZC3H11A	ZNF384	1	1	7	0.815626543272176
CBX7	RYBP	1	1	8	0.23328766729479
C_MYC	E2F1	1	1	8	0.37315717786295
C_MYC	STAT3	1	1	8	0.355029433223568
CoREST	MI2B	1	1	8	0.300493399737538
E2F1	KLF4	1	1	8	0.431850634715345
E2F1	N_MYC	1	1	8	0.37315717786295
E2F1	STAT3	1	1	8	0.37315717786295
EZH2	G9A	1	1	8	0.132477564407261
HCFC1	MAFK	1	1	8	0.520865145661439
HCFC1	ZC3H11A	1	1	8	0.433301836350705
HCFC1	ZNF384	1	1	8	0.511960962352405
HDAC1	HDAC2	1	1	8	0.557921969994193
HDAC1	OCT4	1	1	8	0.557921969994193
HDAC1	SOX2	1	1	8	0.557921969994193
HDAC1	SUZ12	1	1	8	0.557921969994193
HDAC1	TCF3	1	1	8	0.557921969994193
HDAC2	SOX2	1	1	8	0.527823654901676
HDAC2	SUZ12	1	1	8	0.543674744048329
KDM2A	KDM2B	1	1	8	0.294193752386815
KLF4	N_MYC	1	1	8	0.431850634715345
KLF4	STAT3	1	1	8	0.431850634715345
MAFK	ZC3H11A	1	1	8	0.520865145661439
MAFK	ZNF384	1	1	8	0.520865145661439
MBD2T	TAF1	0	0	8	0.24270443465322
MED12	MED1	1	1	8	0.199681400718516
MED12	NIPBL	1	1	8	0.195446876449433
MED12	SETDB1	1	1	8	0.222057869954566
MED1	NIPBL	1	1	8	0.199681400718516
MED1	SETDB1	1	1	8	0.222057869954566
NANOG	SUZ12	1	1	8	0.543674744048329
NIPBL	SMC1	1	1	8	0.195446876449433
N_MYC	STAT3	1	1	8	0.368455831825684
OCT4	SOX2	1	1	8	0.537450024995394
POLII	RNAPII_S2P	1	1	8	0.327903118588984
POLII	RNAPII_S5P	1	1	8	0.462604013404529
POLII	RNAPII_S7P	1	1	8	0.444499283067773
RNAPII_S2P	RNAPII_S5P	1	1	8	0.462604013404529
RNAPII_S2P	RNAPII_S7P	1	1	8	0.444499283067773
RNAPII_S5P	RNAPII_S7P	1	1	8	0.462604013404529
SETDB1	SMC1	1	1	8	0.222057869954566
SETDB1	SMC3	1	1	8	0.222057869954566
SIN3A	TET1	1	1	8	0.281340494484115
SMC1	SMC3	1	1	8	0.187054467709499
SOX2	SUZ12	1	1	8	0.543674744048329
ZC3H11A	ZNF384	1	1	8	0.511960962352405
CBX7	RYBP	1	1	9	0.288891761205022
C_MYC	E2F1	1	1	9	0.359340665665863
C_MYC	N_MYC	1	1	9	0.393710029176615
C_MYC	STAT3	1	1	9	0.368425490191135
E2F1	KLF4	1	1	9	0.430734152888872
E2F1	N_MYC	1	1	9	0.393710029176615
E2F1	STAT3	1	1	9	0.368425490191135
EZH2	G9A	1	1	9	0.194459012872107
HCFC1	MAFK	1	1	9	0.479694361125436
HCFC1	ZC3H11A	1	1	9	0.474893472127168
HCFC1	ZNF384	1	1	9	0.474893472127168
HDAC1	HDAC2	1	1	9	0.401278061646749
HDAC1	SUZ12	1	1	9	0.410173838843828
HDAC2	SUZ12	1	1	9	0.410173838843828
KDM2A	KDM2B	1	1	9	0.276422455028774
KLF4	N_MYC	1	1	9	0.430734152888872
KLF4	STAT3	1	1	9	0.430734152888872
MAFK	ZC3H11A	1	1	9	0.479694361125436
MAFK	ZNF384	1	1	9	0.479694361125436
MBD2T	TAF1	0	0	9	0.236994242417963
MED12	MED1	1	1	9	0.252137985740331
MED12	NIPBL	1	1	9	0.256118252480931
MED12	SETDB1	1	1	9	0.252137985740331
MED1	NIPBL	1	1	9	0.256118252480931
MED1	SETDB1	1	1	9	0.23344168385778
NANOG	OCT4	1	1	9	0.532234279347548
NANOG	SOX2	1	1	9	0.511766965283055
NANOG	TCF3	1	1	9	0.511766965283055
N_MYC	STAT3	1	1	9	0.393710029176615
OCT4	SOX2	1	1	9	0.532234279347548
POLII	RNAPII_S2P	1	1	9	0.413052732475971
POLII	RNAPII_S5P	1	1	9	0.546015643986634
POLII	RNAPII_S7P	1	1	9	0.515101865086041
RNAPII_S5P	RNAPII_S7P	1	1	9	0.546015643986634
SETDB1	SMC1	1	1	9	0.216100048180692
SETDB1	SMC3	1	1	9	0.208573106101026
SIN3A	TET1	1	1	9	0.286266569498942
SMC1	SMC3	1	1	9	0.216100048180692
ZC3H11A	ZNF384	1	1	9	0.47401205931698
CBX7	RYBP	1	1	10	0.329041174149848
C_MYC	KLF4	1	1	10	0.339362503293607
C_MYC	N_MYC	1	1	10	0.293739984596246
C_MYC	STAT3	1	1	10	0.286165077807778
CoREST	MI2B	1	1	10	0.290293255691392
EZH2	G9A	1	1	10	0.393311250145208
G9A	REST	1	1	10	0.393311250145208
HCFC1	MAFK	1	1	10	0.488416428719385
HCFC1	ZC3H11A	1	1	10	0.44923135871688
HCFC1	ZNF384	1	1	10	0.44923135871688
HDAC1	HDAC2	1	1	10	0.336276853773339
HDAC1	SUZ12	1	1	10	0.358819944741378
HDAC2	SUZ12	1	1	10	0.358819944741378
KDM2A	KDM2B	1	1	10	0.238300317645213
KLF4	N_MYC	1	1	10	0.339362503293607
KLF4	STAT3	1	1	10	0.339362503293607
LSD1	REST	1	1	10	0.422822101185222
MAFK	ZC3H11A	1	1	10	0.488416428719385
MAFK	ZNF384	1	1	10	0.488416428719385
MBD2T	TAF1	0	0	10	0.367094640276598
MED12	NIPBL	1	1	10	0.455066585373465
MED12	SMC1	1	1	10	0.380912496377299
NANOG	OCT4	1	1	10	0.409501326624485
NANOG	SOX2	1	1	10	0.405336305602952
NANOG	TCF3	1	1	10	0.396738228181869
N_MYC	STAT3	1	1	10	0.293739984596246
OCT4	SOX2	1	1	10	0.409501326624485
POLII	RNAPII_S5P	1	1	10	0.52786226932942
POLII	RNAPII_S7P	1	1	10	0.532382146063245
RNAPII_S2P	RNAPII_S7P	1	1	10	0.532382146063245
RNAPII_S5P	RNAPII_S7P	1	1	10	0.532382146063245
SIN3A	TET1	1	1	10	0.310584432714568
SOX2	TCF3	1	1	10	0.405336305602952
SUZ12	TCF3	1	1	10	0.396738228181869
ZC3H11A	ZNF384	1	1	10	0.410538963381164
CBX7	RYBP	1	1	11	0.242860897340303
C_MYC	KLF4	1	1	11	0.294895159528344
C_MYC	N_MYC	1	1	11	0.299713763007975
C_MYC	STAT3	1	1	11	0.28458046878834
EZH2	G9A	1	1	11	0.13051970413021
HCFC1	ZC3H11A	1	1	11	0.392007346714598
HCFC1	ZNF384	1	1	11	0.361466546664726
HDAC1	HDAC2	1	1	11	0.420795889981582
HDAC1	SUZ12	1	1	11	0.420795889981582
HDAC1	TCF3	1	1	11	0.462607004892835
HDAC2	SUZ12	1	1	11	0.407021761212578
KDM2A	KDM2B	1	1	11	0.185384175312584
KLF4	N_MYC	1	1	11	0.299713763007975
KLF4	STAT3	1	1	11	0.294895159528344
LSD1	MED12	1	1	11	0.432591549295724
MBD2T	TAF1	0	0	11	0.121727432692464
MED12	MED1	1	1	11	0.342994180370941
MED12	NIPBL	1	1	11	0.342994180370941
MED1	NIPBL	1	1	11	0.329202003694205
MED1	SETDB1	1	1	11	0.26721327359876
